id,name,latitude,longitude,dpcapacity,online_date
14919,Rush Ct & Elston St,41.8601793896,-87.5756412033,16,2/23/2014
20472,Cuyler St & Merchandise St,41.7155840035,-87.6938442012,9,3/30/2015
65296,Hampden St & Addison Ave,41.8481651333,-87.5942353569,25,11/13/2016
58675,Shields Ave & Gordon Ave,41.7095272465,-87.5826565451,9,3/20/2014
20232,Clinton Ave & Chicago Blvd,41.7155344152,-87.6415984381,7,2/16/2014
24018,Calumet Ave & Schreiber Ave,41.7812641541,-87.6354488486,11,6/28/2013
64446,Kingsbury Ave & Washington St,41.8558172531,-87.5675297835,17,3/22/2014
54534,Federal St & Leland Ave,41.7816279995,-87.5797600434,2,8/21/2014
47641,Wood Blvd & Columbia Ave,41.7674441346,-87.6211010845,25,7/2/2016
28018,Federal Ave & Clybourn Rd,41.8042022677,-87.6784051128,10,12/22/2015
53865,Wells Ave & Diversey St,41.830684918,-87.6041048291,10,8/16/2015
36977,Dorchester Ave & Greenleaf Ave,41.8971967472,-87.5573753508,13,6/12/2016
19467,Kostner Ave & Schiller Ter,41.8661553631,-87.5376853249,22,9/23/2014
56415,Cicero Ave & Columbia Plaine,41.8164567028,-87.6717469882,21,8/17/2016
24217,Rhodes Ave & Noyes St,41.8123782971,-87.6021541103,12,7/5/2014
82441,University St & Hubbard Ave,41.7062795065,-87.5429096165,13,3/2/2014
1212,Lakeview Ave & Division Mart,41.8294170278,-87.6257789778,7,11/15/2015
93428,Marshfield Ave & Monroe Ave,41.7305737126,-87.5115669728,8,1/20/2015
73765,Paulina Ave & Elston St,41.8919787658,-87.6283434123,9,8/21/2014
66402,Clybourn Ave & Foster Rd,41.7437043747,-87.5602119124,2,8/12/2014
41242,Greenview Ave & Superior Ave,41.7148463051,-87.5936120125,6,6/13/2014
65328,Streeter St & Lawrence Ave,41.8250317917,-87.543330054,16,11/25/2013
37858,Monticello Ave & Blackhawk St,41.8424181567,-87.5119534428,9,1/9/2015
69738,Albany St & Roscoe St,41.7097711065,-87.6475827448,3,9/21/2016
37056,Damen Ave & Touhy St,41.8652562557,-87.6506330482,26,8/22/2014
78537,Canal St & Maxwell Ave,41.7714034488,-87.6766973941,24,6/3/2016
58982,Stetson St & Girard St,41.8310280655,-87.5967950415,2,13/23/2014
69391,Kingsbury Ave & Quincy St,41.874746307,-87.5178324869,13,9/26/2013
43351,Clinton St & Junior Ave,41.8559960181,-87.6895079286,26,2/17/2013
9212,Campbell Rd & Hyde St,41.88288598,-87.6028702176,25,5/18/2013
48591,Federal St & Adams St,41.8332622519,-87.5036200427,5,12/8/2013
88995,Western St & Merchandise Ave,41.8346689956,-87.5465248226,22,6/1/2016
79734,Museum St & Francis Rd,41.8553587409,-87.5158249426,19,12/16/2015
64527,Dorchester Ave & Archer Ave,41.8446158071,-87.6411259653,5,8/5/2016
66424,Lakeview Jr & Church St,41.7966406999,-87.6257925123,16,13/30/2016
20501,Ada Ave & South St,41.8484805933,-87.5114427235,21,11/7/2015
42085,MLK Ave & Armitage Ave,41.7460261226,-87.6970557002,21,7/15/2015
27853,Ridge Ave & Hubbard Pl,41.7826895981,-87.6208932444,25,9/28/2015
86073,Christiana Ave & Junior St,41.8025233836,-87.6461830033,18,12/22/2013
19296,Greenview Ave & Concord Mart,41.8229147046,-87.5262186999,7,11/30/2016
99835,Wacker Ave & Eastwood Ave,41.7660002743,-87.6610865778,10,2/9/2015
65268,Wabash Ave & Cermak St,41.7459257507,-87.6879400697,6,1/26/2013
33125,Blackstone Dr & Blackhawk Ave,41.7640058216,-87.5248081839,24,11/2/2016
47040,Sedgwick Ave & Belmont St,41.8948670807,-87.6836179677,18,10/28/2016
62075,Elmwood Ave & Walton Park,41.8021612634,-87.6980392872,8,10/26/2013
69733,Orleans of & Evanston St,41.730005103,-87.5284515419,5,11/26/2013
97025,Wisconsin St & Foster Ave,41.7423140403,-87.5132690908,1,12/15/2016
66528,Exchange Dr & Congress Ave,41.7244695692,-87.6584999204,12,7/8/2013
63037,Chicago Ave & Webster Ave,41.826213883,-87.5493038932,16,10/13/2013
10350,Clifton Dearborn & Schreiber Ave,41.7826387075,-87.5964854091,13,2/24/2015
32197,Pulaski Ave & Palmer St,41.8462306922,-87.5152074417,22,8/20/2015
74521,Forest Ave & Gordon St,41.7253673073,-87.6224188072,20,1/30/2016
25881,Ritchie Ave & Fulton Ave,41.7193767883,-87.5849071089,6,4/13/2016
46319,Racine Ave & Fullerton St,41.8168640755,-87.5462782268,5,5/24/2016
80735,Leavitt Ave & Greenleaf St,41.7627289978,-87.5490678206,20,3/22/2015
21667,South Ave & Chicago St,41.7678063925,-87.6663446891,12,10/27/2013
88895,Marion Dearborn & Flournoy St,41.86692283,-87.6505756741,26,4/9/2014
91384,Chappel Ave & Fargo St,41.7288633293,-87.6018093409,20,6/18/2014
35610,Paulina St & Taylor Blvd,41.8060155352,-87.6037981321,1,4/16/2013
3355,Lakefront Ave & Randolph Ave,41.8940317778,-87.6242952528,15,1/23/2015
12355,Cicero Ave & Altgeld Blvd,41.8011162469,-87.5041976132,18,9/14/2013
10698,Morgan Ave & Irving Ave,41.7336045457,-87.6303069761,9,11/10/2013
67677,Vernon Ave & Cermak Ave,41.8786655213,-87.5862954502,19,4/20/2015
59258,Jeffery Ave & Rohe Ave,41.8266657459,-87.6698559635,18,13/17/2013
10966,Hampden St & Luis Ave,41.7667898521,-87.5376417664,21,2/27/2015
42820,Ada Ave & Roosevelt Ave,41.7986933828,-87.6245312644,25,8/14/2016
22999,Wolcott Grove & Adams Ave,41.7744433317,-87.5451318904,25,6/22/2016
32413,Calumet Dr & Rohe Ave,41.8795752451,-87.6653136061,9,7/1/2015
17073,Normal St & Montrose St,41.7694402061,-87.5621509996,9,11/23/2013
11298,Woodlawn Ave & Melrose St,41.7067126852,-87.5663504489,11,5/8/2014
7005,Rush Island & Sheridan Ave,41.7242961946,-87.6175094249,14,12/26/2016
9439,Knox St & Loyola St,41.8928451052,-87.5195455306,23,3/19/2016
68986,Kimball Ave & Schiller Ave,41.8287244374,-87.653024514,6,9/25/2014
21225,Wabash Blvd & Charleston St,41.7813129926,-87.6153672439,17,7/18/2015
55973,Clark Ave & Armitage St,41.8913515211,-87.5795170005,11,10/1/2013
98567,Cityfront St & Cortland St,41.7877555519,-87.6689505337,3,11/13/2013
33555,Lincoln Ave & Addison St,41.8836536046,-87.508432112,10,6/28/2016
97467,Lawndale St & Tilden St,41.888753172,-87.6348078805,9,3/26/2013
48244,Damen St & Church Ave,41.7453845636,-87.621794217,23,6/27/2015
76558,Rockwell Ave & Adams Ave,41.8018394307,-87.5543497142,9,2/26/2016
35284,Laramie St & Pierce St,41.7976788995,-87.5691313434,24,1/7/2015
46940,Stony Ave & Walton St,41.7659224873,-87.5528151484,13,7/31/2013
34702,Kedzie Park & Chicago Ave,41.818699724,-87.6381397617,23,1/7/2015
93406,Kingsbury Ave & Monroe Ave,41.7386748849,-87.6995697422,6,10/9/2016
59757,Cannon Ave & Banks Ave,41.8670781043,-87.5607908379,18,13/8/2016
35394,Clinton Ave & Chicago St,41.7379058104,-87.618765952,12,4/30/2013
16569,Chappel Ave & Balbo Ave,41.7720957047,-87.6516534412,20,5/4/2013
53851,Oakley Ave & Irving St,41.8398256527,-87.6572060797,6,12/24/2015
45691,Ravenswood St & Washington Blvd,41.7671047636,-87.5049403353,8,7/19/2015
94298,Desplaines Trail & Armitage Ave,41.7975350565,-87.6844091716,13,11/8/2015
55051,Stony Ave & Kinzie Munoz,41.8528104978,-87.655400889,10,7/14/2016
90876,Clarendon St & Balmoral Ave,41.8097704618,-87.5009068498,14,2/27/2016
96267,Clark Ave & Superior Mawr,41.8464591051,-87.6328588706,19,12/31/2013
89344,Morgan Ave & Granville St,41.8286790284,-87.6980791351,21,6/16/2014
43326,Clybourn Ave & Menomonee Water,41.8729685821,-87.5232251338,24,6/11/2016
65934,Hoyne Ter & Menomonee St,41.84984235,-87.5530396539,1,4/26/2014
40119,Blue Ave & North Park,41.8744083271,-87.5941086805,8,5/7/2013
75045,Halsted Ave & McDowell St,41.8188614767,-87.5999171437,16,9/4/2014
75809,Clinton Ave & Fullerton Ave,41.82032195,-87.6211798663,23,12/6/2014
18196,Clark St & Berwyn Park,41.8007161609,-87.6161204146,4,1/19/2014
39197,Chicago St & Rockwell St,41.8141151973,-87.69519748,2,13/25/2015
80132,Sacramento Ave & Austin Blvd,41.8799069714,-87.5013533302,1,3/26/2016
16857,South Ave & Race St,41.7778294765,-87.519745868,11,8/29/2015
19665,Perry St & Superior Park,41.8088754262,-87.5422064457,6,8/23/2013
53289,Greenwood Ave & Schiller Ave,41.8455283247,-87.5061558355,1,7/22/2015
68066,Elston Ave & Winnemac St,41.7360714026,-87.6172836509,9,9/8/2016
64057,Loomis St & Columbia Ave,41.7158767326,-87.5596451359,21,1/7/2015
3328,Kimbark St & Augusta St,41.8414554468,-87.514624174,20,12/31/2015
5132,Shields Dr & Peterson St,41.8920480562,-87.5693077663,18,1/14/2015
47301,Larrabee Ave & Francis Ave,41.7889985396,-87.666521904,17,9/7/2016
21757,Drake Ave & Diversey St,41.868738726,-87.5917467507,20,13/17/2014
18819,May Ave & Berteau Ave,41.7483568778,-87.6119686237,14,9/16/2014
39366,Winchester Ave & Milwaukee St,41.8990863913,-87.5591619715,18,10/13/2014
88493,Carpenter Ave & Evanston St,41.7758161488,-87.5324579457,9,12/10/2014
82033,Fairfield Dr & Jackson Ave,41.7297942698,-87.5236267899,7,8/9/2015
88376,Cityfront St & Sunnyside St,41.8966112584,-87.5813819005,26,5/26/2014
34537,Sawyer Ave & Banks Ave,41.8500025877,-87.5537330948,2,2/25/2015
95080,Keystone Ave & Elm Rd,41.7449166009,-87.6351126757,24,8/24/2015
55692,Fairfield Ave & Wabansia St,41.7485073209,-87.6151846141,25,4/31/2015
81598,Cornell Ave & Delaware St,41.8232985472,-87.5855873024,10,6/31/2016
80195,Kilbourn St & Exchange Pl,41.7734165877,-87.5827161006,17,11/23/2015
63385,Franklin Jr & Adams Mart,41.8960276544,-87.552924717,6,12/18/2015
13612,Ravenswood Pl & Gladys Pkwy,41.7461342528,-87.5344840085,21,3/19/2015
10498,Ellis St & Berteau St,41.799043781,-87.5331353552,2,3/16/2016
81960,Financial Dr & Harrison St,41.7511857539,-87.5464865311,16,8/11/2013
74164,Michigan Ave & Wellington St,41.7565570546,-87.645664196,3,3/25/2013
82382,Calumet St & Charleston St,41.7273672984,-87.5719819185,11,11/2/2014
69102,Rush Blvd & Waveland Ave,41.7893934402,-87.638192926,15,9/3/2016
58989,Elizabeth St & Irving St,41.7401124108,-87.5167152227,16,8/27/2015
33974,Talman Ave & Huron Ave,41.784091483,-87.5181973098,17,9/4/2014
80942,Manor Produce & Huron St,41.8540955169,-87.564542315,7,5/9/2016
46389,Christiana Ave & Wellington St,41.8806587441,-87.5312205469,15,5/6/2014
81580,Ridge Ave & Jarvis Mart,41.8866214335,-87.6551705715,4,2/30/2014
52530,Streeter Blvd & Buena Mart,41.8556965932,-87.5990549965,10,5/28/2013
21796,Chicago Ave & and Ave,41.7141356617,-87.6528353149,26,11/15/2014
77607,Kimball Ave & Sheridan St,41.8756650153,-87.5868596205,14,11/13/2013
96505,Logan Ave & Cedar Blvd,41.8363645259,-87.6789793484,8,2/12/2013
35817,Union Ave & Roosevelt Rd,41.8759719333,-87.6416693001,11,8/21/2015
6804,Wentworth Ave & Charleston Ave,41.8955557882,-87.6511937484,22,6/17/2014
25864,Sacramento Ave & Merchandise Ave,41.7082229521,-87.6150619828,15,12/13/2014
85681,Marshfield Dr & Francis Pl,41.8327887122,-87.518570918,25,11/26/2016
81840,Bosworth Ave & Hirsch Ave,41.8823520135,-87.6013869931,13,9/17/2015
97879,Union Ave & Leland St,41.8702229793,-87.6184903298,2,11/1/2013
98233,Rockwell Ave & Cermak Park,41.8599346958,-87.6624487368,4,1/12/2015
79293,Financial van & Balmoral Rd,41.8183813727,-87.6567131996,12,2/9/2014
51565,Harper (Kedzie) & Cullerton Ave,41.8202849195,-87.5205962614,23,12/2/2013
61628,Aberdeen Ave & Clark Ave,41.8323634554,-87.596174352,3,10/30/2014
63966,Maplewood Ave & Wellington Ave,41.769611752,-87.6245398037,26,6/3/2013
93529,Morgan van & Randolph Buren,41.8908569538,-87.6139130887,26,8/2/2013
63306,Oakley Ave & Lexington St,41.8133998261,-87.6818500322,7,1/15/2016
54052,Millard Pl & Archer Ave,41.8343345998,-87.6182217886,14,13/18/2014
98777,Dodge Grove & Roscoe St,41.8491984061,-87.6234301996,24,4/19/2016
93913,Richmond Ave & Winona St,41.8757361346,-87.5763083618,20,12/24/2013
36619,Drake Ct & Wabansia St,41.75298127,-87.5841257868,15,1/24/2013
6000,Kostner St & Franklin Ave,41.8173419002,-87.6195862875,23,2/29/2013
36153,Conservatory Produce & Lawrence St,41.8723139095,-87.5678871229,23,8/26/2015
16926,Keystone Ave & Addison Ave,41.7111682371,-87.5970406192,5,8/23/2013
46815,Austin Rd & Schreiber Ave,41.7512268965,-87.5262088245,20,1/31/2016
62597,Princeton St & Palmer St,41.8563453382,-87.6588504062,24,8/16/2014
93249,Maplewood Ave & Junior Ave,41.7159347401,-87.5504965262,20,9/31/2014
87838,Cottage St & Roscoe Ter,41.827790533,-87.6157100217,17,2/28/2013
85296,Kedzie Dr & Elm Ave,41.720487143,-87.6873014101,2,5/6/2014
86497,Elizabeth Ave & Leavitt St,41.8967148013,-87.6041813723,22,4/7/2014
67950,Emerald Ave & Chestnut Mawr,41.7739453276,-87.6409267982,14,1/18/2013
11363,Desplaines St & Kinzie Pl,41.7614048596,-87.6937977381,19,3/30/2016
1575,Eberhart Dr & Madison Ave,41.7577233433,-87.5240704745,20,8/27/2015
56417,MLK Ave & Leavitt St,41.8595038595,-87.6301698604,13,4/15/2014
89644,Princeton St & Leland St,41.7852594157,-87.5131989465,17,6/22/2016
29732,Clybourn Dr & Kingsbury Blvd,41.8345406697,-87.6502364396,14,6/13/2015
7766,Central Ave & Evergreen St,41.7978360812,-87.5908511679,23,3/1/2014
90208,Western Dr & Milwaukee St,41.7818429019,-87.595220442,8,11/14/2013
87694,Pine St & Berteau Ave,41.7494274195,-87.5752639731,7,3/7/2013
37519,Artesian Ave & Menomonee Ave,41.7490738284,-87.6985097961,22,11/18/2013
93875,Perry Ave & Garfield Ave,41.8003058529,-87.6224753919,21,13/3/2016
62685,Clifton Ave & McDowell Ave,41.7696935434,-87.5211026803,17,6/1/2014
9667,Ada Ave & Coulter Ave,41.7143054135,-87.6326614917,13,12/19/2015
2448,Emerald Ave & Byron Ave,41.7774973212,-87.5380954433,19,11/25/2013
32357,Cannon Ave & Delaware St,41.7354055717,-87.6073528298,12,5/1/2013
80559,California Ave & Chicago Pl,41.7197639885,-87.5008534746,13,2/20/2014
88129,University Rd & Balbo St,41.8790971935,-87.5876859342,17,11/25/2015
31774,Ridgeland Ave & South Ave,41.8366119937,-87.6677829726,11,13/26/2014
97568,Larrabee Ave & Loyola St,41.7002792517,-87.6956109799,2,2/12/2015
7473,Orleans Ave & Wabansia St,41.754757512,-87.5029672766,21,3/6/2016
40686,Kimbark St & Maxwell St,41.7623309364,-87.527566914,4,2/7/2013
49375,Dayton Ave & Taylor St,41.7045441491,-87.6350349793,24,3/17/2013
61788,Western Park & Fullerton St,41.8190261764,-87.6375020906,12,9/1/2016
30066,Seeley Ave & Ainslie Ave,41.8056372112,-87.5284006298,1,4/9/2014
64722,Jeffery Ave & Columbia Ave,41.876146908,-87.6709412114,17,7/8/2014
16238,Central Ave & Balmoral Ave,41.7718557004,-87.5437535898,26,4/31/2015
43764,Stony Blvd & Belle St,41.8593236034,-87.6341102865,4,6/26/2015
80308,East Dr & Wrightwood Ave,41.7220926083,-87.673970603,13,8/28/2013
82404,Western Ave & Cedar St,41.7297707434,-87.5414453593,3,13/22/2015
41669,Central Ave & Columbia Ave,41.8475385472,-87.5602586167,14,13/4/2013
41811,Drake St & Eddy Ave,41.7988229348,-87.5406814756,26,12/1/2016
6033,Leavitt Ave & Waveland Rd,41.844794884,-87.5302831101,2,5/17/2014
40004,Rush Chicago & Belle Ave,41.816788538,-87.6964581798,6,11/24/2014
54969,Bissell Ave & Kingsbury Rd,41.724043207,-87.5240087388,22,6/29/2015
77405,Calumet Ave & Evergreen St,41.7832492268,-87.6042227727,1,5/5/2016
88972,Ridgeland Ct & Foster Ave,41.8860433656,-87.6012239867,18,12/28/2016
26122,Leavitt St & Chicago St,41.8984173051,-87.6630268197,1,2/7/2013
51579,Clifton Ave & Wacker Ter,41.8914950466,-87.6448763833,8,11/2/2014
39517,Larrabee Ct & Archer Ave,41.82936726,-87.6942458446,1,8/29/2015
35672,Wentworth Ave & Hirsch St,41.7070776622,-87.5596683568,11,8/27/2016
13975,Forest Ave & Wacker St,41.8125558475,-87.6350647578,2,12/24/2015
24260,Exchange Ave & South Park,41.8075161762,-87.5567422575,17,3/4/2015
14781,Oakley Ave & Hyde Ave,41.8413879357,-87.5307865394,5,5/5/2014
75635,Laramie St & Greenleaf St,41.760871295,-87.5636031802,14,9/31/2013
1800,Manor Blvd & and St,41.8326218185,-87.628713438,10,4/10/2016
3166,Sangamon Ave & Evergreen St,41.8706261473,-87.6563473669,18,7/28/2015
45971,Glenwood Ave & Eddy Ave,41.8293518477,-87.5760728431,12,2/3/2014
66790,Christiana Ave & Augusta St,41.8907847631,-87.5423355626,25,1/12/2013
69937,Columbus St & Lunt St,41.841595927,-87.6211562543,16,8/27/2015
71093,Humphrey Ave & Race St,41.8928378451,-87.5494903729,13,1/27/2015
85278,South Ave & Garfield Ave,41.7409844372,-87.565153552,19,3/8/2014
77183,Cityfront Chicago & Addison Ave,41.7897396577,-87.5597131691,5,2/12/2013
4417,Shore Ave & Cortland Ave,41.8232913714,-87.5536738227,19,6/10/2013
48276,Jefferson Dr & Belle Ave,41.8471055583,-87.6167393175,7,10/20/2016
66087,Streeter Ave & Superior Buren,41.876638099,-87.6753578394,11,1/23/2013
53414,Sangamon Ave & Evergreen St,41.8553658501,-87.6881920542,8,5/27/2014
17083,Ada Ave & Archer St,41.7447608589,-87.5414025282,18,1/8/2015
58143,Field Ave & Belle St,41.8928090961,-87.6162252952,16,3/22/2014
23898,Rush Island & Belmont St,41.7010860504,-87.5326721179,10,11/8/2014
43428,Streeter St & Wabansia Ave,41.7954550959,-87.5010569457,10,11/10/2014
66709,Humboldt Ave & Clybourn Ave,41.8539077037,-87.6656673237,14,2/26/2014
67772,Clinton St & Eastwood Ave,41.7933763254,-87.606825807,12,7/24/2015
54386,Oakley Ave & Lake St,41.710848033,-87.6027699519,6,3/23/2013
31750,Millard Ave & Exchange St,41.7098791719,-87.5542722012,5,2/31/2016
17827,Stony St & Greenleaf St,41.7746819595,-87.6781566071,6,6/30/2014
76779,Wacker St & Junior St,41.8216882682,-87.5960539816,23,12/2/2015
35964,Greenwood Ave & Chicago St,41.7370210776,-87.682602457,18,5/16/2013
1871,Clifton Ave & Archer St,41.7972394979,-87.533087825,26,6/14/2014
58605,Lawndale Ave & Exchange Ave,41.8899071893,-87.5681397874,1,5/9/2013
55923,Southport Ave & Exchange St,41.8776247532,-87.6198601997,7,5/12/2014
28090,Lincoln Ave & Randolph Ave,41.7254798474,-87.6349103921,19,13/1/2014
44532,Kingsbury Dr & Wrightwood St,41.7552079786,-87.5615683676,23,13/27/2015
89954,Sangamon Ave & Monroe Mawr,41.85313265,-87.6063579999,17,4/26/2016
40428,Ridgeland Ave & Leland Ave,41.7150738594,-87.606359252,18,3/19/2014
81949,Ada Ave & Fullerton Blvd,41.847986591,-87.6755319782,19,2/6/2013
51939,Ritchie Ave & Harrison St,41.7389632912,-87.5796265314,11,9/17/2016
99306,Wabash Grove & Franklin St,41.7373514686,-87.667032865,23,2/27/2015
34077,Dodge St & Balbo Pl,41.7911461378,-87.5732159523,24,3/6/2013
58768,Oakley St & Lunt St,41.8519006682,-87.5276934675,6,8/1/2013
86925,Evans Ave & Monroe Ave,41.7891920236,-87.6549096681,5,8/7/2014
27522,Desplaines St & South Ave,41.7554621562,-87.5623372947,8,12/20/2014
96252,Desplaines Ave & Wellington Ave,41.815127059,-87.53010116,24,8/11/2014
20146,Shore St & Luis Way,41.8590768343,-87.6094170662,9,2/23/2016
4617,Humphrey St & Erie Ave,41.7802949764,-87.5116713164,1,6/6/2014
12788,Kedzie Dearborn & Concord St,41.8553869402,-87.6037135976,26,4/5/2013
27503,Milwaukee Ave & Waveland St,41.7858820015,-87.5885519533,15,8/12/2015
3414,Elston Ave & Ontario Ave,41.7419123505,-87.6549851138,16,7/10/2014
10140,Oakley Pkwy & Schreiber St,41.8700461376,-87.6531711699,14,9/20/2015
60999,Morgan Ave & Cuyler Ave,41.8070489864,-87.5537845134,12,4/12/2015
47826,Streeter St & Polk St,41.7363645311,-87.5359407766,21,11/6/2016
41397,Shields St & Loyola St,41.8814885734,-87.5593730834,12,2/4/2013
33342,Ogden Ave & Lawrence St,41.7771360356,-87.540740996,25,5/4/2016
69008,Richmond St & Charleston Pl,41.8763594562,-87.6947762693,23,7/9/2016
40157,Rhodes Rd & Sheridan Ct,41.7641587662,-87.6892062844,24,9/31/2015
28728,Perry Ave & Wabansia St,41.8452094203,-87.5264648136,16,5/27/2015
98805,Lawndale St & Armitage St,41.7773158123,-87.6695846992,25,2/31/2015
80255,Jefferson Ave & Concord St,41.7194292646,-87.510831637,20,9/6/2016
68211,Drake Ave & Garfield Ave,41.8285179933,-87.5013684848,10,1/30/2013
15865,Drake St & Eddy Ave,41.8007974935,-87.513956036,16,7/27/2013
50467,Winchester Ave & Chestnut Blvd,41.8974808277,-87.5149196868,20,8/1/2016
28190,Ridgeland Ave & Evanston Ave,41.8839350688,-87.5457034895,12,12/7/2014
77959,Clifton Dr & Fargo Munoz,41.7115298487,-87.5222133392,25,3/9/2015
82257,Humphrey Ave & Exchange Ave,41.7994497667,-87.5021832553,23,6/20/2014
88406,Sawyer Grove & Kinzie Ave,41.8143427275,-87.6465170479,14,13/7/2014
37646,Sacramento Ave & Chicago Munoz,41.7619718077,-87.6442218505,18,2/9/2014
8721,Shields Ave & Elmdale St,41.8651069276,-87.6493437297,21,7/6/2014
47778,Oak Ave & Pearson Ave,41.800411302,-87.683491216,26,5/25/2014
1750,Laramie Ave & Exchange Ave,41.7073126258,-87.607818993,15,13/9/2016
44225,Cannon St & Chestnut Ave,41.7976296051,-87.6880059038,25,8/5/2013
2104,State Ave & Grand St,41.8453426464,-87.6117650939,7,7/11/2015
80760,Lake Ave & Elston Ave,41.7534783549,-87.5105320255,5,10/31/2014
13066,Wentworth St & Oak St,41.8804549732,-87.5771762676,25,6/19/2013
63622,Ada Ave & Winona Water,41.7263653181,-87.6821473855,21,5/23/2016
7658,Mason Ave & Van St,41.7841633442,-87.6851318122,22,11/14/2015
19290,Western Blvd & Pershing St,41.7471800164,-87.6887379231,24,12/1/2014
84818,Artesian Grove & Milwaukee Rd,41.7846074946,-87.6442281622,16,2/16/2013
11513,Woodlawn Ave & Kingsbury St,41.8989149849,-87.6336201437,18,3/8/2014
42060,Elston St & Wrightwood St,41.8806788294,-87.6031641533,17,7/6/2016
93995,East Ave & Gordon Ave,41.7017747382,-87.562779096,4,11/19/2014
57510,Pulaski Ave & Willow Ave,41.7500193099,-87.5235158256,25,13/21/2014
75918,Ada Ave & Adams St,41.8592448772,-87.5297667562,13,12/21/2014
32290,Throop Ave & Addison St,41.8602794427,-87.6097274288,21,8/27/2013
74312,Claremont Island & Diversey St,41.796753232,-87.5911214485,13,6/12/2015
25859,Lawndale St & Fulton St,41.7698880447,-87.5934304922,17,5/11/2013
5117,Humphrey Ave & Concord Rd,41.8119908173,-87.5345334949,17,11/14/2014
66412,Halsted Grove & Byron Ave,41.8606215114,-87.631743052,23,1/29/2013
39255,Lombard Ave & Armitage Ave,41.7612698273,-87.583027028,9,12/17/2015
75352,Blackstone Ave & Cortland Blvd,41.7715505646,-87.543400871,9,10/21/2015
72800,Franklin Ave & Berteau St,41.8173039423,-87.5245395224,20,2/24/2013
92556,Wabash Ave & Buena St,41.7147637187,-87.611606876,3,2/18/2014
36437,Laramie Ave & Pierce St,41.8512816307,-87.5535213272,11,11/15/2016
72946,Normal Ave & Rockwell Ave,41.7549506502,-87.6805694157,21,4/30/2013
82007,Forest Ave & Elm St,41.7946735793,-87.6134899027,19,9/7/2014
79013,Halsted Ave & Hirsch St,41.8354577395,-87.6677423825,12,9/24/2014
87227,Dodge Ave & Delaware St,41.7780286006,-87.5741257104,25,1/17/2016
7351,Avers Ave & Melrose Ave,41.8796091988,-87.5030399061,21,5/26/2014
73345,Milwaukee St & Leland Ave,41.8840410404,-87.5481633624,15,1/27/2014
12403,Conservatory Ave & Chestnut Ave,41.7899142182,-87.5244461843,18,1/21/2013
78747,Vernon Ave & Fletcher St,41.8990364547,-87.6211812358,9,6/12/2013
30089,Austin Produce & Milwaukee St,41.832371105,-87.5094069369,4,6/22/2016
39080,Calumet Ave & Luis St,41.7420834263,-87.6750879021,10,1/22/2014
15499,California Ave & Cuyler Ave,41.8120955571,-87.6742301467,1,8/3/2014
41744,Campbell Ave & Coulter St,41.8651190537,-87.6473396547,8,9/11/2014
88816,Ashland Ave & Archer Ave,41.84391093,-87.5013257399,20,2/22/2015
56349,Glenwood Ave & Schiller St,41.8921966662,-87.6549164141,23,3/5/2014
92446,Sangamon Ave & Blackhawk St,41.7076789484,-87.5218211335,5,7/12/2013
62059,Sedgwick St & Division Ave,41.7406892088,-87.6654838203,11,2/17/2016
47009,Cottage Ave & Schiller St,41.7304666405,-87.5352519327,9,13/7/2015
77783,Morgan Ave & Washington Buren,41.7301720166,-87.6903869943,19,8/26/2013
68267,Maplewood Ave & Chicago Ave,41.8501014585,-87.6657713041,5,1/23/2015
66988,Ogden Dr & Cullerton Ave,41.7829574339,-87.5909961223,14,2/1/2015
96510,Jeffery Ave & Superior St,41.7786714122,-87.5006899163,17,1/25/2016
92156,University Dr & Roscoe Ave,41.7775781977,-87.5385171048,26,3/20/2016
49453,Pine St & Adams Ave,41.8821439858,-87.5419888292,15,13/22/2015
10315,Cannon Blvd & Superior Ave,41.7481652248,-87.6904802121,18,6/7/2013
61415,Desplaines Ave & Winona St,41.8458883125,-87.5402007393,1,11/18/2013
78315,Saginaw Ct & Wabansia St,41.7007858496,-87.645104386,12,3/13/2014
22053,Kostner Ter & Grand St,41.7992063269,-87.6136541199,10,11/22/2015
14128,Bissell Blvd & Church Industry,41.8386842689,-87.6167960128,11,1/5/2015
75979,Ellis Ave & Kingsbury Ave,41.8305958281,-87.573454517,23,5/21/2014
98195,Francisco Ave & Dickens Plaza,41.7754453921,-87.5508731439,13,7/3/2013
81802,Rush Ave & Pierce Park,41.7511318265,-87.6832675786,21,5/4/2016
37266,Lawndale St & Roosevelt St,41.8287044946,-87.5109680986,25,2/13/2013
54630,Milwaukee Rd & Montrose St,41.7404945752,-87.5068064404,26,2/23/2013
53630,Milwaukee St & Randolph Way,41.8156932285,-87.5795185806,25,3/21/2015
1425,Cannon (Kedzie) & Waveland St,41.8953821835,-87.6067029853,20,6/14/2013
92993,South Ave & Buena Ave,41.7056995669,-87.6992167019,13,3/6/2014
46562,Austin Blvd & Addison St,41.8857284959,-87.6159794011,8,2/20/2013
9105,Leavitt St & Winnemac Pl,41.773863726,-87.5604131565,8,3/12/2013
32305,Ritchie Blvd & Hubbard St,41.7586803636,-87.629812879,25,7/4/2013
36059,Eastlake Blvd & Jarvis St,41.7600674429,-87.6097065426,22,1/11/2016
23004,Cuyler Ave & Hubbard Blvd,41.8980416951,-87.5913283415,18,3/23/2016
17039,Wallace Ave & Franklin Park,41.7875277468,-87.573714647,24,9/1/2014
